formula,Tc
Bi1.09Ta2Se5.09,1.8
Sn0.927In0.061Te1,1.8
Bi1.09Ta1Se3.09,1.8
Mo6S8,1.8
Rh0.91Ti0.04Zr0.05,1.8
Bi1Cu1,1.8
Mg1C0.69Ni3,1.8
Y1B2C2,1.8
Sn0.923In0.065Te1,1.8
Rb0.5Nb1S2,1.8
Ti0.496Zr0.504,1.8
Au0.05Zr0.95,1.79
Au0.85Pd0.15Ga2,1.79
Os0.113Re0.887,1.79
Sn0.9025Pb0.0475In0.05Te1,1.79
Rh0.025Ti0.975,1.79
Os0.115Re0.885,1.79
Fe0.4Ni0.6Zr2,1.78
Nb3Os2,1.78
Pd1Tl1Pb1,1.78
Rh0.01Ti0.99,1.78
Au1Be1,1.775
Au0.93Pd0.07Ga2,1.773
Pd1.05Te2,1.77
Au2Bi1,1.77
Pt0.22V0.78,1.76
Cu1Ir1.6Pt0.4Se4,1.76
Sn0.904In0.084Te1,1.76
Os0.006Re0.994,1.76
Sn0.8798Pb0.0002In0.12Te1,1.76
Y2Re3Si5,1.76
Ba0.1Pb3Sr0.9,1.75
Au0.95Pd0.5Ga2,1.75
In0.1Sn0.9Te1.01,1.75
Al1Ge2,1.75
Al0.33Ge0.67,1.75
La1C2,1.7475
Nb3Te4,1.746667
Sn0.901In0.099Te1,1.746
Ba1Cu0.6Si1.4,1.74
Au2In1Y1,1.74
La0.6Hf0.4Bi1S2O1,1.74
Sn0.9215Ge0.0285In0.05Te1,1.74
Sb2Zr3,1.74
Ga1Pt1,1.74
La0.7Hf0.3Bi1S2O1,1.74
K0.4W1O3,1.74
Cu0.4Zn0.6Ir2S4,1.73
Al0.12V0.88,1.73
Sn0.9Ag0.07Te1,1.73
Ba0.14O3W1,1.725
Re0.999W0.001,1.723
Pd0.985Ni0.015H0.75,1.72
Sn0.9025Ge0.0475In0.05Te1,1.72
Zr1Os1Si1,1.72
Au0.24Te0.76,1.72
Hf2Rh1,1.72
Pd0.95Pt0.05Te2,1.71
Re2Sc1,1.71
Os0.002Re0.998,1.71
Os0.001Re0.999,1.71
Ir0.37V0.67,1.71
Au0.16Te0.84,1.71
Pb0.975Tl0.0125Na0.0125Te1,1.71
La0.96Nd0.04,1.705
Hf0.05Rh0.04Ti0.91,1.7
Cd0.9Ge0.1,1.7
Al0.6Mg0.4,1.7
Pt2.2Y1,1.7
Hf0.875Re0.125,1.7
Hg3Li1,1.7
Ba1Pb0.8Sb0.2O3,1.7
Ho1.2Mo6S8,1.7
Be2Nb1.5Ta1.5,1.7
Ca3Ir4Ge13,1.7
Ca1Hg5,1.7
Rh0.5Pd0.5Pb2,1.7
Ca3Ir4Ge4,1.7
Cd0.3Hg0.7,1.7
Mo0.77Si0.23,1.7
Ir0.7Re0.3,1.7
Sn0.25Te0.75,1.7
K0.5Nb1S2,1.7
Ir0.98Re0.02,1.7
Pb3.9Ag1.1Bi6Se14,1.7
Au0.14Te0.86,1.7
Mo0.0006Re0.9994,1.697
Re0.9993Mo0.0007,1.694
Ir0.5Os0.5,1.69
Hf1Zr1C1,1.68
Pb0.196Sn0.784In0.02Te1,1.68
Ga2Y1,1.68
O1W3,1.675
Ti1Ir1Si1,1.675
Pd50.745Mo0.255Sb49,1.67
Os0.232Re0.768,1.67
Ru2Sc1.2,1.67
H0.54Nb0.65Pd0.35,1.67
Pd0.51Sb0.49,1.67
Au0.328Ga0.672,1.668
C1Rh1,1.666667
Sn0.92Ag0.05Te1,1.66
Mo0.2Ru0.8,1.66
Pd0.26Ti0.74,1.66
La0.8Zr0.2Bi1S2O1,1.66
Al0.997Er0.003,1.658
Ga0.2V2Al20,1.655
Sn0.949In0.051Te1,1.653
La0.75Y0.25Ni1C2,1.65
Ge3Mo5,1.65
Pb0.9Pt0.1Te2,1.65
Y1.6Lu0.4Fe3Si5,1.65
C6Sr1,1.65
Pd0.95Rh0.05Te2,1.65
Pd0.9Pt0.1Te2,1.65
Sr1Au1Si3,1.65
Pd0.52Sb0.48,1.65
Th0.8Y0.2,1.64
Sn0.874Ge0.076In0.05Te1,1.64
H0.34Nb0.72Pd0.28,1.64
Cu1Ir1.4Pt0.6Se4,1.64
Au0.15Te0.85,1.64
Ir2Y1,1.635
Th0.75Y0.25,1.63
C1Ta2,1.63
Pd2.2S1,1.63
Au0.293Ga0.707,1.63
Pd2.8S1,1.63
Ba6Nb10O30,1.625
Cu1S1Se1,1.625
Au3Te5,1.62
Rh0.03Ti0.97,1.62
Hg2Na1,1.62
Au0.278Ga0.722,1.615
Tb1.2Mo6S8,1.613333
Ti0.5Zr0.5,1.6125
Pd50.745Ti0.255Sb49,1.61
Sn0.9405Ge0.0095In0.05Te1,1.61
Pd1Te2,1.61
Ir2Y3,1.61
Pb0.3325Sn0.6175In0.05Te1,1.61
Pb0.99Tl0.005Na0.005Te1,1.61
La98Lu0.934Tb1.066,1.608
La98Lu0.877Tb1.123,1.602
Ce0.01Y0.99,1.6
Ir0.33V0.67,1.6
Gd1Mo6S8,1.6
Fe0.02Re0.98,1.6
Ca1Hg1,1.6
Pr1Ni1As1H0.06O0.94,1.6
Y0.5La0.5B6,1.6
Pd50.745Nb0.255Sb49,1.6
Sn0.057V0.943,1.6
Sn0.6175Pb0.3325In0.05Te1,1.6
Rh0.015Ti0.985,1.6
Y0.95Ce0.05B6,1.6
Ir0.04Ti0.96,1.6
Dy1Mo6S8,1.6
Cu0.9Co1.9S4,1.6
Ca1Hg3,1.6
Nb1.71V1.29Au1,1.6
B2Os1,1.5975
Y2Fe3Si5,1.595
Au0.2Ga0.8,1.587
Au0.281Ga0.719,1.587
Ta1Se1.2Te0.8,1.585
Cu1S1,1.585
Pd0.56W0.44,1.58
Re0.65Ta0.35,1.58
Pt1Tl2,1.58
Eu0.0153La0.9847,1.58
Au0.35Te0.65,1.58
Pd1Sb1,1.58
Y1Pt2Si2,1.57
Ca0.67Pt3B2,1.57
Pd49.75Co0.25Sb50,1.57
Pd50.745Ru0.255Sb49,1.57
Pd50.745Sc0.255Sb49,1.56
Au0.18Te0.82,1.56
Au0.976Pd0.024Ga2,1.56
Pd49.75Cu0.25Sb50,1.56
B1Ta2,1.56
Mo0.67Zr0.33,1.56
Ir2Sc1,1.55
Si2Sr1,1.55
Cr1,1.55
In0.87Te1,1.55
Ge3Te4,1.55
Al1N1,1.55
Ni2Nb1Ga1,1.54
Os0.3Re0.7,1.54
Pa0.75Zr0.25,1.54
Au0.22Te0.78,1.54
Te1Y1,1.535
Ce1Bi1S2O1,1.533333
Cu1S2,1.5325
Ga0.05V2Al20,1.53
Y0.5Th0.5Ru3B2,1.53
Mo0.1Nb0.765Pd0.135,1.53
Ga0.1V2Al20,1.53
Ga0.15V2Al20,1.53
Th0.65Y0.35,1.53
Zr1Rh1P1,1.525
H0.12Nb0.8Pd0.2,1.52
Tl3Y1,1.52
Os0.01Zr0.99,1.52
Ga0.3V2Al20,1.5175
Th0.9Y0.1,1.51
Au0.098Pd0.02Ga2,1.51
Bi0.3Zn0.7,1.51
Bi0.3Zr0.7,1.51
Au0.98Pd0.02Ga2,1.51
Tc0.1V0.9,1.5
Ni0.1Zr0.9,1.5
Al0.999Fe0.001,1.5
Sc4Os6Sn19,1.5
Pd49.75Ni0.25Sb50,1.5
Ag7F2H1O8,1.5
Ag0.45Ge0.55,1.5
Nb0.72Pd0.18W0.1,1.5
Sb3Zr5,1.5
Nb0.025Ti0.975,1.5
Os0.1W0.9,1.5
Cu0.044Ti1Se2,1.5
Sr2Ru1O4,1.5
B105,1.5
K0.4O3W1,1.5
In2Mo15Se19,1.5
Sr1Pd1Ge3,1.5
N0.906Zr1,1.5
Be5Ir1,1.5
Al0.39Mg0.61,1.5
Y1In1.71Sn1.29,1.49
Al20.3V20,1.49
Re0.1Ta0.9,1.49
Ti1.38V1.62Sb1,1.49
Al20.3V2,1.49
La2.4Pr0.6Se4,1.49
Pd0.95Ni0.05H0.86,1.49
Rh2Y3,1.48
Au0.2Te0.8,1.48
Co0.03V0.97,1.48
Pd0.5Sb0.5,1.48
La0.1Th0.9,1.48
La1Te1,1.48
Be0.9Ni0.1,1.48
Sn0.855Ge0.095In0.05Te1,1.48
Ba24Si100,1.475
C2Pt1U2,1.47
Be17Nb2,1.47
As1Ni0.25Pd0.75,1.47
Be0.95Ru0.05,1.47
Al0.131Cr0.088V0.781,1.46
U2Pt1C2,1.46
V0.81Cr0.09Al0.1,1.46
Re0.64Ta0.36,1.46
Pd50.9745Mn0.0255Sb49,1.46
Pt0.5W0.5,1.45
Bi1Pt1Se1,1.45
In0.08Sn0.92Te1.01,1.45
Mo0.1Nb0.72Pd0.18,1.45
H0.827Pd1,1.449
Ta1Se1Te1,1.445
Pd0.49Sb0.51,1.44
Ag7H1F2O8,1.44
Er0.08La0.92,1.435
Er1.2Mo6S8,1.433333
In0.05Sn0.95Te1.01,1.43
Rb1Hg1C8,1.43
Sb1Sn1,1.43
Ir0.98Pt0.02Te2,1.4275
In2Mo6Se6,1.425
Eu3Bi2S4F4,1.425
Si1C1,1.425
Sn0.588Ge0.252In0.16Te1,1.42
Sb1,1.416667
Sr1Ni2P2,1.415
C8Rb1Hg1,1.41
U2Pt0.95Rh0.05C2,1.41
Ni19.5Zr78Mn2.5,1.41
Ir1Nb3,1.4075
Mo3Si1,1.402
Y1Rh2Si2,1.4
Pd2Y0.8Dy0.2Sn1,1.4
Y1Ru4B4,1.4
Rh0.91Ti0.04Y0.05,1.4
Pb0.985Tl0.015Te1,1.4
Sr0.2W1Se2,1.4
Cu4K1S3,1.4
In4Sb1Te3,1.4
Sc4Ir6Ge19,1.4
Sn1O1,1.4
Zr2Co0.15Ni0.85,1.4
Th0.95Y0.05,1.4
Re0.6Ta0.4,1.4
Gd1.2Mo6S8,1.4
Ti0.975V0.025,1.4
Cu0.05Ti1Se2,1.4
Ba1Pb0.85Sb0.15O3,1.4
Ni0.05Pd0.95Te2,1.4
B0.039C0.961Si1,1.4
Ge0.5Pt0.5,1.4
Ca0.1O3W1,1.4
Br2,1.4
Y1Os1B4,1.4
Ir0.33V2.67,1.39
Ag1Bi1,1.39
As0.5Ni0.06Pd0.44,1.39
As1Ni0.12Pd0.88,1.39
Ir1V2,1.39
Y1Ru1B4,1.38
Ba1Ni2Ge0.8P1.2,1.38
Pb0.986Tl0.014Te1,1.38
La0.987Tb0.013,1.38
Pb0.985Tl0.005Na0.01Te1,1.38
Nb1O1,1.38
Hf1Ti1C1,1.38
Au0.427Ga0.573,1.378
Eu1,1.375
U6Co0.5Ni0.5,1.37
Ca1Si2.2,1.37
Be2Rh1,1.37
Ti0.65Zr0.35,1.37
Au1Te2,1.366667
Ta0.78W0.22,1.36
Ti0.66Zr0.33,1.36
Cu0.3Zn0.7Ir2S4,1.36
Ti0.3Zr0.7,1.36
Cr0.25V0.75,1.36
In0.06Sn0.94Te1.01,1.36
Pt1V2.5,1.36
Sn0.92In0.08Te1,1.355
Au0.388Ga0.612,1.355
Zr55Cu30Al10Ni5,1.35
Rh1Zr1,1.35
Ti0.33Zr0.66,1.35
Pt0.52W0.48,1.35
Pd50.99745Cr0.00255Sb49,1.35
B0.978C0.022Si1,1.35
Au1Ge1,1.35
Ga3Nb5,1.35
Be2Ru1,1.35
Pb0.9875Tl0.0125Te1,1.35
Os0.362Re0.638,1.35
Y5Rh4Ge10,1.35
Ca1Si1.9,1.35
Sc1Os1B2,1.34
K0.42W1O3,1.34
Mo0.59Si0.41,1.34
Mo0.2Nb0.608Pd0.192,1.34
Mo1Si0.7,1.34
Rh0.8Ru0.2Se2,1.33
Pb0.987Tl0.013Te1,1.32
Pd1Tl2,1.32
Pb1.9Rh1,1.32
La1.14Nb1Se3.14,1.32
Ti1Ru1P1,1.315
Cr0.8Re0.2,1.31
Cd1Hg1,1.306667
Co1Si2,1.306667
Y4Ru6Sn19,1.3
C1Re0.01W1,1.3
Mo3Si1.3,1.3
Ca2Pt3Si5,1.3
Al2N1Nb3,1.3
Na0.5Nb1S2,1.3
Ni0.1Pd0.9Te2,1.3
Ta0.025Ti0.975,1.3
Cd0.04Cu0.96S2,1.3
Y1Rh1.1Sn3.1,1.3
Ge2Sc1,1.3
C0.6Pd1,1.3
Rh0.04Sc0.05Ti0.91,1.3
Cu1Te2,1.3
Cr0.5Ru0.5,1.3
La0.05Th0.95,1.3
Sr1Ga1Ge1,1.3
Be13Ru1,1.3
K2In1Mo15Se19,1.3
Au0.374Te0.626,1.3
Cd0.06Cu0.94Se2,1.3
Rh0.005Ti0.995,1.295
Al0.9Li0.1,1.29
Pd0.6W0.4,1.29
La0.6Y0.4,1.29
Am1,1.2775
Sn0.95In0.05Te1,1.273333
La0.9795Sm0.0205,1.27
Lu0.275Rh0.725,1.27
Ru0.4Rh0.6P1,1.27
Ca1Pd2As2,1.27
La0.8Y0.2Ni1C2,1.26
Pt1V3.5,1.26
Fe0.5Co0.5Zr2,1.26
Cu1Rh1.7Sn0.3Se4,1.26
Al1,1.254033
Pd1Sb2,1.25
Au1Sn1,1.25
Sc4Ir6Sn19,1.25
Au0.988Pd0.012Ga2,1.25
U0.89Mo0.11,1.25
Th0.5Y0.5,1.25
Tc0.1W0.9,1.25
Sr1Pd2Sb2,1.25
La98Lu0.815Tb1.185,1.248
Au1Zn3,1.245
Au0.2Pd1.8In1Y1,1.24
Nb1Pt1Si1,1.24
P3Sn4,1.24
Pd45.9Ni5.1Sb49,1.23
Pt0.3Ta0.7,1.225
Pd50.93625Fe0.06375Sb49,1.22
Mo0.15Nb0.68Pd0.17,1.22
P1Rh1,1.22
Pb0.99Tl0.01Te1,1.22
Sn0.96In0.04Te1,1.22
Bi0.1Pt1Sb0.9,1.21
Ce0.03La0.97,1.21
Bi1Pt1,1.21
Ba1Ag0.5Si1.5,1.21
Mo0.006U0.944,1.2
Mn0.01Ti0.99,1.2
Pd0.5Ag0.5Th2,1.2
I2,1.2
Nb0.97Cr0.03N1,1.2
Bi1Pd1Te1,1.2
Ta1Se1.6Te0.4,1.2
Ag0.1In0.9Te1,1.2
Al1Pb1,1.2
In3Te4,1.2
Nb0.99Cr0.01N1,1.2
Cr0.125Ru0.875,1.2
Nb2Pd0.67Se5,1.2
Pd1Sb1Te1,1.2
Ge0.7Mo1,1.2
Cu70Sn30,1.2
Hg2K1,1.2
C1Pt2W3,1.2
Ho0.0422La0.9578,1.2
Au1Ga1,1.2
In0.045Sn0.955Te1.01,1.2
Ta1Se1.5Te0.5,1.2
As3Sn4,1.195
Pt1Sn4,1.19
Ce0.5Yb0.5Co1In5,1.19
Cr0.2V0.8,1.186667
Th0.99975U0.025,1.182
Ir1Te3,1.18
Rh0.8Y0.2,1.18
Os0.432Re0.568,1.18
Cu40Zr60,1.173333
Nb2Pd1S3Se2,1.17
Ga0.58Sb0.42,1.17
Au0.499Ga0.501,1.17
N0.6Ti1,1.17
Ta1Se0.8Te1.2,1.165
Th1,1.161429
Pb0.989Tl0.011Te1,1.16
Hf1Rh1Si1,1.15
Bi1Pt1Te1,1.15
As1Pd2,1.15
In0.83Te1,1.15
Cu19.6Zr78.4Mn2,1.14
In0.04Sn0.96Te1.01,1.14
Al0.992Zn0.008,1.132
Pd49.75V0.25Sb50,1.13
Ag2Pb3S1,1.13
Ru0.7Rh0.3P1,1.13
Ag2Pd3S1,1.13
Sn0.975In0.025Te1,1.13
Sr2Ru0.9995Ti0.0005O4,1.13
Al0.95Li0.05,1.13
Ag0.002Al0.998,1.128
Cs0.32O3W1,1.12
V2Ir1B2,1.12
Ni2Hf1Ga1,1.12
Be0.89Cu0.11,1.11
Gd0.001Th0.999,1.11
Ba1Pd0.4Si1.6,1.11
Cd2Re2O7,1.102857
K0.1Li0.02W1O2.88F0.12,1.1
Pd17Se15,1.1
Cr0.7Rh0.3,1.1
Y1Ru2Si2,1.1
Y1Os2Si2,1.1
Nb3Sb1,1.1
Lu1S1,1.1
C1Mo3Pt2,1.1
Bi2Rh1,1.1
Sn0.8075Ge0.1425In0.05Te1,1.09
U2Pt0.9Rh0.1C2,1.09
Ni2.5Cu1.5Zr8,1.09
W2Zr1,1.08
Rh0.35V0.65,1.075
Ni2Nb1Al1,1.075
Pb4Ag1Bi6Se14,1.075
Rh3Y1,1.07
Al0.99Li0.01,1.07
In0.03Sn0.97Te1.01,1.07
Ru1Ti1,1.07
Th90.9Tm9.1,1.07
Au1Ga2,1.062
In2Sb1Te2,1.06
Cu1Ir1.8Pt0.2Se4,1.06
Bi2Rh3.5S2,1.05
Al0.97Li0.03,1.05
Ta1S2,1.0429
Ag7F0.25N0.75O10.25,1.04
In0.82Te1,1.04
Ta0.8W0.2,1.04
Pd2In1Y1,1.04
Ag7O11N1,1.04
Ag7N1O11,1.0325
Ti0.81Zr0.82,1.03
Pd50.8725Fe0.1275Sb49,1.03
Cr0.67Os0.33,1.03
La1Se1,1.02
Al2Cu1,1.02
Sn0.956In0.044Te1,1.017
Th0.9995U0.05,1.014
Ti0.2Zr0.8,1.01
Hf0.34Mo0.66,1
K1Ca2Nb3O10,1
La0.48Y0.52,1
Fe1,1
Pd1Sb1Se1,1
Ba1Rh2P2,1
O1.07Ti1,1
Zr41.2Ti13.8Cu12.5Ni10Be22.5,1
Ru0.4V0.6,1
Pt1Ta1,1
Cu0.98Co0.02Rh2S4,1
Sr1Pt1Ge3,1
Cd2Re2O7.1,1
Ca1B1.25Pd3,1
Bi1Pd1Se1,1
Y1In1.5Pb1.5,1
Be2Ta3,1
Fe0.1Zr0.9,1
Bi3Fe1,1
Zr1,0.996667
Rb1Hg1C4,0.99
Y1Fe2Ge2,0.99
Ba4Sr2Nb10O30,0.98
Y1.68Lu0.32Fe3Si5,0.98
Rh0.02U0.98,0.97
Th81.3Tm18.7,0.97
Ba1Ti2Sb2O1,0.964
Ba5Sr1Nb10O30,0.96
Bi2Pd3Se2,0.96
Y1In3,0.96
Y1Pd2P2,0.96
Pb0.985Tl0.01In0.005Te1,0.954
Pr0.102Th0.898,0.95
In0.63V6S8,0.95
Cu0.045Ti1Se2,0.95
Co1Ta1.75Zr0.25,0.95
Os0.56Re0.44,0.94
Sn0.12Eu0.9Mo6.35S8,0.94
Mo0.2Nb0.64Pd0.16,0.94
Sn0.979In0.021Te1,0.936
Hg1Mg1,0.935
Ir1Sn4,0.93
Pd1Si1,0.93
Mg1Zn1,0.925
Cu3Sb1,0.9205
Sn1Zr4,0.92
Sr1Pd2As2,0.92
Mo1,0.912667
Pd50.745V0.255Sb49,0.91
Co0.5Ni0.5Ta2,0.91
Mo0.4Rh0.6,0.91
La98Lu0.754Tb1.246,0.907
Y1Pt1Bi1,0.906667
Th0.9985U0.0015,0.9
Pt2Y3,0.9
As2W1,0.9
Y1Rh1Al1,0.9
Ni1Ta2,0.9
Rh0.24Sc0.76,0.9
Ti1Se2,0.9
Cu1Rh1.992Cr0.008S4,0.9
Os0.075W0.925,0.9
Au5Sn1,0.9
Pt2Y8,0.9
K0.45W1O3,0.885
Sr1Ni2Ge2,0.8825
Be0.934Ni0.066,0.88
Mg2Zn11,0.88
Ag0.167Al0.833,0.88
Pt1Si1,0.88
Bi3Te1,0.875
Hf2Ni1,0.87
Bi3Zn1,0.87
Ge7Ir3,0.87
Pt0.02U0.98,0.87
Hf1Rh1,0.865
Y6Nb4Al43,0.86
Al3Mg2,0.855
Zn1,0.8508
Bi4Mg1,0.85
Pt0.017U0.983,0.85
Hf0.99Rh0.01,0.85
Nb3Rh0.7Os0.3,0.85
P3Pd7,0.85
As0.33In1Te0.67,0.85
Ag7N0.75O10.25F0.25,0.85
Ce1,0.85
Al0.61Mg0.39,0.85
Ag4Ge1,0.85
Al2Mg2,0.84
Bi2Rh3Se2,0.84
Ba4Na2Ge25,0.84
Be0.92Cu0.08,0.84
La1S1,0.84
Cr0.28Ir0.72,0.83
Cr0.72Ir0.28,0.83
Co1Ta2,0.82
Pt3Y7,0.82
Pb0.982Tl0.01In0.008Te1,0.818
Th0.999U0.001,0.808
C6I4O2,0.8
B2Ru1,0.8
Ca1B1.05Pd3,0.8
O0.95Ti1,0.8
Os0.7Re0.3,0.8
K1Ni2Se2,0.8
Al1Ta3,0.795
Sr1Ti1O3,0.79475
Bi2Ni3S2,0.79
Bi0.5Sn0.5,0.788
Th1U0.001,0.785
Y1Pd2Si2,0.785
Ta1Se1.7Te0.3,0.785
Ba1Ni2As2,0.783333
In3Y1,0.78
Cr0.09Ir0.91,0.78
As0.25Se0.75Y1,0.78
Ag0.5Al0.5Th2,0.78
Ir1Zn2,0.78
Cd0.002Zn0.998,0.78
Ag0.2In0.8Te1,0.77
Cr0.835Ir0.165,0.77
Ba0.33K0.67Bi1O3,0.77
Th99.92U0.08,0.77
Ba1Ni2As1.902P0.098,0.763
Ag0.005Zn0.995,0.763
Th0.998U0.002,0.761
Be0.96Ni0.04,0.76
Pt0.42Y0.58,0.76
Cr0.7Ir0.3,0.76
Mg2Zn3,0.76
Pd3Te1,0.76
Ga1Mo3,0.76
La2.25Pr0.75Se4,0.76
S8V6,0.76
Bi1.08Ta1S3.08,0.76
Pb1Zr3,0.76
Mo0.3V0.7,0.76
B2.75Be1,0.755
Rh1Te2,0.755
Fe0.01La0.01Rh0.98,0.75
Cr0.017U0.983,0.75
Al3Tl1,0.75
Fe0.01La0.001Rh0.99,0.75
Cs1,0.75
Cr0.82Ir0.18,0.75
Y6Mo4Al43,0.75
Pr0.179Th0.821,0.75
Re0.15Ta0.85,0.75
Ru0.86Rh0.14As1,0.75
U0.94Mo0.06,0.74
Tl0.26V6S8,0.74
Th0.05Zr0.95,0.73
Os0.81Re0.19,0.73
Ir0.6Os0.4,0.73
Bi2Ni3Se2,0.73
Al1Zr3,0.73
Al0.102Ti0.898,0.73
Th0.999U0.1,0.725
C1Si1,0.725
Be21Ni5,0.72
B3Be1.09,0.72
O0.92Ti1,0.72
C2La1,0.72
O1Ti1,0.72
Sb1Ta3,0.72
Ir1Sn2,0.715
Gd0.002Th0.998,0.714
Cr0.06Mo0.94,0.71
Co1Ti1,0.71
Co0.01Mo99.99,0.71
K1V6S8,0.71
Sn0.57Pb0.38In0.05Te1,0.703
In1Pd1,0.7
Os0.89Re0.11,0.7
La0.95Pr0.05Se1,0.7
Al0.053Ti0.947,0.7
O0.91Ti1,0.7
Ce0.02Th0.98,0.7
Bi1Mg1,0.7
Al99.925Mn0.075,0.7
Ga3Zr1,0.69
U0.95Pd0.05,0.69
Th0.95Zr0.05,0.69
Ni2Zr1Al1,0.69
Y1V2Al20,0.69
U0.95Pt0.05,0.69
Y1In2.25Sn0.75,0.69
K1Hg1C4,0.68125
Pb0.38Sn0.57In0.05Te1,0.68
Ba1Ni2Ge1P1,0.68
Y6Ta4Al43,0.68
Sn0.76Ge0.19In0.05Te1,0.68
Ru0.58Rh0.42As1,0.68
Cd0.02Zn0.98,0.675
Th70.2Tm29.8,0.67
Pd9Se2,0.67
Nb3Os1,0.663333
Pd6Se1,0.66
Pd6.7Se1,0.66
Au0.23V0.77,0.66
Ir0.8Re0.2,0.66
Sr1Ni2As2,0.66
Th0.99873U0.127,0.658
Au0.64Ge0.22Yb0.14,0.655
Os1,0.650333
Rh1Y3,0.65
C1Fe3,0.65
Re1Ta1,0.65
Ca1Pb3,0.65
Rb1V6S8,0.65
Al2.06Cu1,0.65
Al0.029Ti0.971,0.65
U0.97Mo0.03,0.65
P1Rh2,0.65
O2,0.65
Sb1V3,0.65
Fe0.008Mo99.992,0.645
Ag0.438Hg0.562,0.64
Pd3Sn2,0.64
Ba1Ni2As1.972P0.028,0.634
La98Lu0.697Tb1.303,0.632
Cd0.2Zn0.8,0.628
Rh0.7Ru0.3Se2,0.62
Gd0.01La0.99,0.61
Ir0.55Re0.15,0.61
Pa1,0.61
Y1In2.25Pb0.75,0.6
Nb0.6Ru0.4,0.6
Mo0.4Nb0.6,0.6
Ir0.35Ta0.65,0.6
Rh1Sn2,0.6
Ba1Pd0.5Si1.5,0.6
Ca2In1N1,0.6
Pr0.5Nd0.5Os4Sb12,0.6
Ir0.72Re0.18Rh0.1,0.6
Ru1Sb1,0.6
Sr2Ru0.999Ti0.001O4,0.6
Pd1Se1Te1,0.6
Al0.999Mn0.001,0.596
Au0.835Sn0.165,0.59
Co0.015Mo99.985,0.59
Cr0.65Ir0.35,0.59
Pt1Te1,0.59
Os0.9Ru0.1,0.584
U1,0.581667
Al1Mo3,0.58
Pt1Ti3,0.58
As1Rh1,0.58
Ce0.025Th0.975,0.58
Cu1Rh1.6Sn0.4Se4,0.57
Be0.95Os0.05,0.57
Os0.666Ru0.334,0.569
Na0.28O3W1,0.56
Co1Hf2,0.56
Be0.858Cu0.142,0.56
Lu1Se1,0.56
Rh5Y1,0.56
Si3Sr2,0.55
Ir0.64Re0.16Rh0.2,0.55
Ir0.6Os0.1Rh0.3,0.55
Al1Au4,0.55
C1K1,0.55
Ir0.18Os0.47Rh0.35,0.55
Na0.2O3W1,0.55
Th0.9988U0.0012,0.55
Cu50Zr50,0.543333
Ir0.15Os0.85,0.54
La0.28Pt0.72,0.54
O1.06Ti1,0.54
Y2Ni1Ge3,0.533
Bi0.6Cd0.4,0.53
Cd0.97Hg0.03,0.53
Pd7Se2,0.53
Pr0.251Th0.749,0.53
Au0.845Sn0.155,0.53
Sr0.7Ca0.3Ti1O3,0.525
Sr0.95Ba0.05Ti1O3,0.525
Cd1,0.52414
Fe0.011Mo99.989,0.51
Pb0.9922Tl0.0078Te1,0.51
Au1Ta4.3,0.51
Ru1,0.501
Sr0.925Ba0.075Ti1O3,0.5
Cr0.15Mo0.85,0.5
Ta1Ir1Si1,0.5
Nb1Te2,0.5
Cr0.8Rh0.2,0.5
Au1In1,0.5
Pd50.49V0.51Sb49,0.5
Sr0.925Ca0.075Ti1O3,0.5
Ir0.82Mo0.18,0.5
K0.27O3W1,0.5
Th0.9985U0.15,0.495
Rh0.67Te0.33,0.49
Ge1Rh1,0.48
Hg3Mg1,0.48
Ba1Ti2As0.2Sb1.8O1,0.48
La0.9Pr0.1Se1,0.48
Os10,0.478
O0.86Ti1,0.47
Cu0.2Zn0.8Ir2S4,0.47
Os0.333Ru0.667,0.47
As1Pd5,0.46
Y1Ni1Ge3,0.46
Ir0.125Os0.375Rh0.5,0.46
Au1Zr3,0.46
Sr2Ru0.99875Ti0.00125O4,0.46
Os1Ti1,0.46
K1Ni2S2,0.46
Bi1Co1,0.455
Ge0.92Ga0.08,0.45
La0.5Ce0.5Ru2,0.449
As0.5In1Te0.5,0.44
Ni0.007Ru0.993,0.44
Au0.865Sn0.135,0.435
Ni0.5V0.16Zr0.34,0.43
Zr1Ni1.5V0.5,0.43
Pt0.014Ru0.986,0.43
Au0.855Sn0.145,0.43
W1F0.41O2.59,0.42
Sn0.504Ge0.336In0.16Te1,0.42
Bi1.1Nb1S3.1,0.415
Ir0.036Ru0.964,0.41
Pd2Sn1,0.41
W1F0.44O2.56,0.41
Ir0.85W0.15,0.41
Pd1Sn1,0.41
Ir0.75Os0.25,0.4
Au5Ba1,0.4
La0.35Y0.65,0.4
Co0.007Ru0.993,0.4
Cr0.6Ir0.4,0.4
Sn0.576Pb0.384In0.04Te1,0.4
Ir0.63Os0.27Rh0.1,0.4
Pt0.15Ta0.85,0.4
Pd0.015Ru0.985,0.4
Ge1Pt1,0.4
Cd99.995Mn0.005,0.39
Al1Os1,0.39
B12Sc1,0.39
P4W14O50,0.39
Al0.14Au0.86,0.385
W1F0.45O2.55,0.38
Cr0.3Ru0.7,0.38
Ga1Zr2,0.38
Rh0.04Ru0.96,0.38
Ir0.4Os0.3Rh0.3,0.37
Cr0.39V0.61,0.37
Pt1Sn1,0.37
Hf0.99Zr0.01,0.37
Ni2Hf1Al1,0.37
Ni0.031Ru0.969,0.36
Co0.3Sc0.7,0.35
